qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.03233599662780762,0.06326460838317871,0.0729517936706543,0.06822443008422852,0.07296037673950195,0.09587645530700684,0.066436767578125
0.029446125030517578,0.06815028190612793,0.06538009643554688,0.07661151885986328,0.07326865196228027,0.09627199172973633,0.06974387168884277
0.025887012481689453,0.07586288452148438,0.06733274459838867,0.07256889343261719,0.07319355010986328,0.09622812271118164,0.06675314903259277
0.025864124298095703,0.07553768157958984,0.05586838722229004,0.08788514137268066,0.07268548011779785,0.09776782989501953,0.06870222091674805
0.028186321258544922,0.10110139846801758,0.055475711822509766,0.07210659980773926,0.07575798034667969,0.09821486473083496,0.06835365295410156
0.025866985321044922,0.09090805053710938,0.0575258731842041,0.0723261833190918,0.07488632202148438,0.09937119483947754,0.06880831718444824
0.025965213775634766,0.06990718841552734,0.05708599090576172,0.07930517196655273,0.07176876068115234,0.09702658653259277,0.06599903106689453
0.025989055633544922,0.07080078125,0.05689811706542969,0.07359743118286133,0.07106328010559082,0.0958857536315918,0.06535744667053223
0.02648615837097168,0.05990290641784668,0.05448794364929199,0.06778621673583984,0.07041263580322266,0.10539102554321289,0.06385660171508789
0.026223182678222656,0.06576728820800781,0.05936241149902344,0.07704567909240723,0.07273006439208984,0.09832572937011719,0.06722044944763184
0.02478313446044922,0.059892892837524414,0.057098388671875,0.0749051570892334,0.07149863243103027,0.09614038467407227,0.0671088695526123
0.025997161865234375,0.06811118125915527,0.057657480239868164,0.06877517700195312,0.07536792755126953,0.19328975677490234,0.06619048118591309
0.026403427124023438,0.06943726539611816,0.05595827102661133,0.0787656307220459,0.0723562240600586,0.20003652572631836,0.06510472297668457
0.025112152099609375,0.06909918785095215,0.0579075813293457,0.067596435546875,0.06968331336975098,0.1538543701171875,0.06500029563903809
0.024766921997070312,0.06378722190856934,0.0615992546081543,0.07202816009521484,0.07068204879760742,0.10710000991821289,0.06560850143432617
0.02571415901184082,0.06943154335021973,0.05570173263549805,0.07993245124816895,0.07026195526123047,0.09907031059265137,0.06600737571716309
0.026699542999267578,0.06800532341003418,0.056908369064331055,0.08254003524780273,0.07236337661743164,0.09733438491821289,0.06646132469177246
0.02600550651550293,0.07302665710449219,0.056420326232910156,0.06722378730773926,0.07176733016967773,0.10049271583557129,0.06619691848754883
0.02518773078918457,0.07587575912475586,0.05578446388244629,0.07431602478027344,0.0673224925994873,0.10152530670166016,0.0654442310333252
0.02599644660949707,0.07160019874572754,0.05694293975830078,0.07229924201965332,0.07049703598022461,0.10809159278869629,0.06525063514709473
0.02649664878845215,0.06988286972045898,0.057207345962524414,0.07257676124572754,0.07505488395690918,0.11227989196777344,0.06492877006530762
0.024901628494262695,0.06890201568603516,0.059110164642333984,0.07087564468383789,0.0704188346862793,0.1060950756072998,0.06525683403015137
0.024491310119628906,0.07250118255615234,0.0598752498626709,0.07057976722717285,0.08075356483459473,0.10165715217590332,0.06575822830200195
0.025220870971679688,0.07047128677368164,0.06066608428955078,0.07302212715148926,0.07155823707580566,0.11236953735351562,0.06478309631347656
0.02558755874633789,0.06871438026428223,0.059884071350097656,0.07356381416320801,0.07416939735412598,0.10097694396972656,0.0652766227722168
0.02494335174560547,0.07172203063964844,0.07367825508117676,0.06827950477600098,0.0810697078704834,0.09951901435852051,0.0654144287109375
0.024877548217773438,0.07738447189331055,0.06820869445800781,0.06969332695007324,0.07558202743530273,0.09871315956115723,0.06667208671569824
0.02682185173034668,0.06870913505554199,0.06073737144470215,0.07212257385253906,0.07127165794372559,0.09856986999511719,0.07202291488647461
0.027993440628051758,0.0715489387512207,0.06334853172302246,0.0687704086303711,0.0718238353729248,0.10332679748535156,0.07092547416687012
0.025170087814331055,0.07439970970153809,0.06141090393066406,0.06882476806640625,0.07022881507873535,0.12651276588439941,0.07135677337646484
0.02522134780883789,0.07222890853881836,0.06792497634887695,0.06882572174072266,0.0857703685760498,0.09671688079833984,0.07209014892578125
0.02719259262084961,0.06752872467041016,0.05869293212890625,0.08004951477050781,0.08947324752807617,0.09895062446594238,0.07086372375488281
0.02500009536743164,0.0695333480834961,0.06812405586242676,0.06752872467041016,0.07729148864746094,0.0969383716583252,0.06972193717956543
0.024801969528198242,0.06501126289367676,0.060761451721191406,0.07285022735595703,0.07327151298522949,0.0975644588470459,0.0695810317993164
0.025793075561523438,0.060760498046875,0.06239604949951172,0.07912778854370117,0.07475543022155762,0.09541106224060059,0.06984806060791016
0.026134967803955078,0.06376934051513672,0.06323075294494629,0.07233047485351562,0.07507205009460449,0.09484171867370605,0.06992483139038086
0.02563929557800293,0.06502079963684082,0.061402082443237305,0.07529735565185547,0.08530235290527344,0.0958404541015625,0.06874632835388184
0.025992155075073242,0.06605935096740723,0.07115626335144043,0.07386112213134766,0.07375836372375488,0.09576773643493652,0.06704282760620117
0.02684783935546875,0.06111741065979004,0.06448245048522949,0.08374643325805664,0.07209253311157227,0.09563755989074707,0.06807780265808105
0.027037858963012695,0.05937504768371582,0.06115221977233887,0.07565665245056152,0.07291460037231445,0.09582901000976562,0.07074332237243652
0.026162385940551758,0.0626986026763916,0.06317424774169922,0.0746009349822998,0.07785868644714355,0.0953817367553711,0.06701493263244629
0.02603602409362793,0.0617830753326416,0.06359982490539551,0.0697929859161377,0.0760946273803711,0.09473752975463867,0.06853747367858887
0.025036096572875977,0.06199026107788086,0.06129860877990723,0.06919670104980469,0.07263326644897461,0.09615492820739746,0.07395172119140625
0.027000904083251953,0.06571269035339355,0.06783175468444824,0.07695960998535156,0.07091903686523438,0.09608769416809082,0.07227087020874023
0.025652408599853516,0.0758674144744873,0.06653141975402832,0.07503843307495117,0.07193708419799805,0.0955038070678711,0.06950020790100098
0.025189876556396484,0.06055331230163574,0.06273365020751953,0.06972670555114746,0.0777130126953125,0.09549331665039062,0.06854939460754395
0.026038646697998047,0.06930017471313477,0.061697959899902344,0.07377815246582031,0.08097338676452637,0.09629535675048828,0.06897616386413574
0.032723188400268555,0.0621490478515625,0.06556940078735352,0.08126711845397949,0.12339472770690918,0.09677672386169434,0.06814694404602051
0.028461694717407227,0.058129310607910156,0.06025505065917969,0.0840151309967041,0.10553789138793945,0.0955810546875,0.06780576705932617
0.03033280372619629,0.05873584747314453,0.060054779052734375,0.07920098304748535,0.09456729888916016,0.09543967247009277,0.06864023208618164
0.03232908248901367,0.05768227577209473,0.06534409523010254,0.08029460906982422,0.10943913459777832,0.09577178955078125,0.06852221488952637
0.03413224220275879,0.05796241760253906,0.07285642623901367,0.06779360771179199,0.10658764839172363,0.09498906135559082,0.06662607192993164
0.031190156936645508,0.05676388740539551,0.06289315223693848,0.08171677589416504,0.0866849422454834,0.09900021553039551,0.06620669364929199
0.03220367431640625,0.06151247024536133,0.06259465217590332,0.07518839836120605,0.07604527473449707,0.09752988815307617,0.06465458869934082
0.03046107292175293,0.05969548225402832,0.06770992279052734,0.07852292060852051,0.07376742362976074,0.09873485565185547,0.06351685523986816
0.028782367706298828,0.06065535545349121,0.0583188533782959,0.0751793384552002,0.0754241943359375,0.10071063041687012,0.06794023513793945
0.030076265335083008,0.06062054634094238,0.06087350845336914,0.08948969841003418,0.0747690200805664,0.09959626197814941,0.07739853858947754
0.028598546981811523,0.06059074401855469,0.06191539764404297,0.07648563385009766,0.07403922080993652,0.10005617141723633,0.06853389739990234
0.032579898834228516,0.06061363220214844,0.059003353118896484,0.07123613357543945,0.07311511039733887,0.1014094352722168,0.06782102584838867
0.028682231903076172,0.05854487419128418,0.059018850326538086,0.07467246055603027,0.07897424697875977,0.09803509712219238,0.06862831115722656
0.03167557716369629,0.06294107437133789,0.0634768009185791,0.06798887252807617,0.07183504104614258,0.09832262992858887,0.06627225875854492
0.030236244201660156,0.060866355895996094,0.06011462211608887,0.06794524192810059,0.07408404350280762,0.09734416007995605,0.06621837615966797
0.029306650161743164,0.0639042854309082,0.05983114242553711,0.0718376636505127,0.07475614547729492,0.09760904312133789,0.06936383247375488
0.034487009048461914,0.0593256950378418,0.05488443374633789,0.07141900062561035,0.07177281379699707,0.09842920303344727,0.06628966331481934
0.028487682342529297,0.05877518653869629,0.06030678749084473,0.07298111915588379,0.07299017906188965,0.0976259708404541,0.06624150276184082
0.028009891510009766,0.06048917770385742,0.05505967140197754,0.07323908805847168,0.07225561141967773,0.09829092025756836,0.06494641304016113
0.031282663345336914,0.056246042251586914,0.05625295639038086,0.07139921188354492,0.07128167152404785,0.09904170036315918,0.06685280799865723
0.029157161712646484,0.058130741119384766,0.058306217193603516,0.07438039779663086,0.07318639755249023,0.09933114051818848,0.06475281715393066
